frame,det,da,lane,w_det,w_da,w_lane
c001c58f-86eaaa56,0,0,0,0.25,0.25,0.25
c0020346-d539abe5,0,0,0,0.25,0.25,0.25
c002c544-26fdb4d1,2,2,2,1.0,1.0,1.0
c002e4d7-fd635384,1,1,1,0.5,0.5,0.5
c0035eda-6e1b34d6,0,0,0,0.25,0.25,0.25
c003e0c6-ed98cc51,0,0,0,0.25,0.25,0.25
c0071cbb-02fb08c6,1,1,1,0.5,0.5,0.5
c007ae4f-1529fac2,2,2,2,1.0,1.0,1.0
c007dc97-377cfd8a,2,2,2,1.0,1.0,1.0
c0082590-683d229f,0,0,0,0.25,0.25,0.25
c0082590-c1533b81,1,1,1,0.5,0.5,0.5
c0082590-e325cff4,0,0,0,0.25,0.25,0.25
c009571d-dec7e775,2,2,2,1.0,1.0,1.0
c009fbf7-93fa77b1,1,1,1,0.5,0.5,0.5
c00a8f2a-d84a9895,0,0,0,0.25,0.25,0.25
c00c9631-ae7bd0ad,0,0,0,0.25,0.25,0.25
c00cc83c-a6a9ce44,1,1,1,0.5,0.5,0.5
c00d02a5-01e36f95,0,0,0,0.25,0.25,0.25
c00d02a5-6d49812c,2,2,2,1.0,1.0,1.0
c00d0859-8e02615e,0,0,0,0.25,0.25,0.25
c00dd69e-cee6e38e,0,0,0,0.25,0.25,0.25
c00ec632-8bf1e59e,1,1,1,0.5,0.5,0.5
c00f8f83-5c4bc3eb,0,0,0,0.25,0.25,0.25
c00f8f83-bdd9f783,1,1,1,0.5,0.5,0.5
c00fffc0-bd41df0c,0,0,0,0.25,0.25,0.25
c011d5e2-d4732967,0,0,0,0.25,0.25,0.25
c012c422-cfa24c39,1,1,1,0.5,0.5,0.5
c013472b-6f3cec0b,0,0,0,0.25,0.25,0.25
c013a15f-06edbffd,0,0,0,0.25,0.25,0.25
c019c1f1-883ea964,2,2,2,1.0,1.0,1.0
c01c313b-e0b15fa2,1,1,1,0.5,0.5,0.5
c01c4d85-3381ebcd,1,1,1,0.5,0.5,0.5
c01c4d85-36b417ee,0,0,0,0.25,0.25,0.25
c01c4d85-745a5a22,0,0,0,0.25,0.25,0.25
c01c4d85-a68b0ac8,2,2,2,1.0,1.0,1.0
c01c4d85-e0e6780a,0,0,0,0.25,0.25,0.25
c01cec8c-897f1dfc,2,2,2,1.0,1.0,1.0
c01e4610-de557db8,2,2,2,1.0,1.0,1.0
c01eddca-7c14637e,0,0,0,0.25,0.25,0.25
c01feca6-4fe11029,0,0,0,0.25,0.25,0.25
c01feca6-512daace,2,2,2,1.0,1.0,1.0
c0200910-8ac0f85d,0,0,0,0.25,0.25,0.25
c0200910-93adc390,1,1,1,0.5,0.5,0.5
c0200910-e470c541,0,0,0,0.25,0.25,0.25
c0208527-089e044f,0,0,0,0.25,0.25,0.25
c0209255-980acc6a,0,0,0,0.25,0.25,0.25
c0217f91-3ec314e4,2,2,2,1.0,1.0,1.0
c02184c3-43f2bd7d,0,0,0,0.25,0.25,0.25
c022e075-40907eff,0,0,0,0.25,0.25,0.25
c022e075-de13593a,1,1,1,0.5,0.5,0.5
c022f361-3ffdbe53,1,1,1,0.5,0.5,0.5
c024c31c-9ec7869f,1,1,1,0.5,0.5,0.5
c025f721-84478bc5,1,1,1,0.5,0.5,0.5
c0276bce-0683c19d,1,1,1,0.5,0.5,0.5
c02cb208-81964a07,0,0,0,0.25,0.25,0.25
c02d0ae3-bce5af86,1,1,1,0.5,0.5,0.5
c02d18db-023c1955,0,0,0,0.25,0.25,0.25
c02d18db-f5278de0,2,2,2,1.0,1.0,1.0
c02d414a-44e52614,2,2,2,1.0,1.0,1.0
c02d414a-7176a61e,0,0,0,0.25,0.25,0.25
c02d91b8-8b1bdadc,2,2,2,1.0,1.0,1.0
c02eb4ca-1f560719,0,0,0,0.25,0.25,0.25
c02eb4ca-b352643a,0,0,0,0.25,0.25,0.25
c02ee64a-3178b7fa,0,0,0,0.25,0.25,0.25
c02ee64a-64c0a49a,1,1,1,0.5,0.5,0.5
c02ee64a-ec68fa8e,1,1,1,0.5,0.5,0.5
c02fb811-03f28b56,1,1,1,0.5,0.5,0.5
c0309dda-23a5c949,0,0,0,0.25,0.25,0.25
c030d423-3c82226c,1,1,1,0.5,0.5,0.5
c030d423-7f21731a,2,2,2,1.0,1.0,1.0
c030d423-d10bec89,2,2,2,1.0,1.0,1.0
c030d423-f3c1f768,0,0,0,0.25,0.25,0.25
c030d423-f82b1a39,0,0,0,0.25,0.25,0.25
c0336a86-50bbf914,1,1,1,0.5,0.5,0.5
c0350481-340b9ea4,2,2,2,1.0,1.0,1.0
c036f281-0fcdc2ee,1,1,1,0.5,0.5,0.5
c036f281-1d7ac9df,0,0,0,0.25,0.25,0.25
c036f281-831b21ba,0,0,0,0.25,0.25,0.25
c036f281-a0c90e9a,2,2,2,1.0,1.0,1.0
c038cdca-4df5e979,0,0,0,0.25,0.25,0.25
c038f7df-82eb7666,0,0,0,0.25,0.25,0.25
c03936ec-8a87395f,0,0,0,0.25,0.25,0.25
c03d48c2-869f09b4,0,0,0,0.25,0.25,0.25
c03d7f81-5f0aafb9,2,2,2,1.0,1.0,1.0
c03f8f84-a2f668ce,1,1,1,0.5,0.5,0.5
c04192a3-8f5b4646,1,1,1,0.5,0.5,0.5
c041ef14-a9bb6a98,1,1,1,0.5,0.5,0.5
c041f204-6b0c3778,2,2,2,1.0,1.0,1.0
c04246b7-5386e803,1,1,1,0.5,0.5,0.5
c04246b7-d3f8084d,1,1,1,0.5,0.5,0.5
c0458999-18bb1ce3,2,2,2,1.0,1.0,1.0
c046b4c6-420f75ad,1,1,1,0.5,0.5,0.5
c047f07b-d0d11ec9,1,1,1,0.5,0.5,0.5
c04ad8f3-05b8c75c,0,0,0,0.25,0.25,0.25
c04eb80c-520a8f79,2,2,2,1.0,1.0,1.0
c050a325-3fbdf46f,0,0,0,0.25,0.25,0.25
c050a325-b9aa9e5f,0,0,0,0.25,0.25,0.25
c050ecbc-968adb56,1,1,1,0.5,0.5,0.5
c051661b-c3b862eb,1,1,1,0.5,0.5,0.5
c051bcee-e5c6ad9f,1,1,1,0.5,0.5,0.5
c054d340-311be93f,2,2,2,1.0,1.0,1.0
c055cef2-01665d65,2,2,2,1.0,1.0,1.0
c055ff34-c10a74d4,0,0,0,0.25,0.25,0.25
c0568203-456be7fe,0,0,0,0.25,0.25,0.25
c05703f8-d4391e9d,0,0,0,0.25,0.25,0.25
c0572d8a-a52b43eb,1,1,1,0.5,0.5,0.5
c0576688-a5a81042,1,1,1,0.5,0.5,0.5
c05767da-e6197c97,1,1,1,0.5,0.5,0.5
c05767da-e6e016b5,1,1,1,0.5,0.5,0.5
c057f689-dde1e141,2,2,2,1.0,1.0,1.0
c0591ae4-6214d10f,0,0,0,0.25,0.25,0.25
c05df6d2-9959222a,0,0,0,0.25,0.25,0.25
c05e4d3b-3edaadc6,1,1,1,0.5,0.5,0.5
c05e4d3b-4512f1aa,0,0,0,0.25,0.25,0.25
c05ef84a-2a2e27b2,2,2,2,1.0,1.0,1.0
c05f2610-0d3df457,0,0,0,0.25,0.25,0.25
c05f27be-54bd73f1,1,1,1,0.5,0.5,0.5
c05f6683-01c5215b,1,1,1,0.5,0.5,0.5
c060ea1f-12965687,2,2,2,1.0,1.0,1.0
c060ea1f-da217407,2,2,2,1.0,1.0,1.0
c0625a26-2d4fc27d,0,0,0,0.25,0.25,0.25
c0625a26-8bacfe16,0,0,0,0.25,0.25,0.25
c0625a26-bbc13047,0,0,0,0.25,0.25,0.25
c0625a26-cd00b6b6,0,0,0,0.25,0.25,0.25
c0625a26-cefa81e9,0,0,0,0.25,0.25,0.25
c0625a26-ef2bcca4,1,1,1,0.5,0.5,0.5
c0625a26-fc1f04b9,0,0,0,0.25,0.25,0.25
c0625a26-fd1b7885,0,0,0,0.25,0.25,0.25
c0639f50-9ecb84f1,0,0,0,0.25,0.25,0.25
c063c188-26f08957,0,0,0,0.25,0.25,0.25
c064e44f-6f76921d,0,0,0,0.25,0.25,0.25
c064e44f-ccbd9a2f,2,2,2,1.0,1.0,1.0
c06733f8-1fe942b9,0,0,0,0.25,0.25,0.25
c0677163-16b35549,2,2,2,1.0,1.0,1.0
c0677163-39c6f234,0,0,0,0.25,0.25,0.25
c0677163-55a2f724,0,0,0,0.25,0.25,0.25
c0677163-613b4f10,0,0,0,0.25,0.25,0.25
c0677163-69842abb,2,2,2,1.0,1.0,1.0
c0677163-6bffc56f,0,0,0,0.25,0.25,0.25
c0677163-8371743a,0,0,0,0.25,0.25,0.25
c0677163-89d37846,1,1,1,0.5,0.5,0.5
c0677163-b0154931,0,0,0,0.25,0.25,0.25
c0677163-b6a1bcdd,2,2,2,1.0,1.0,1.0
c0677163-c094cd72,0,0,0,0.25,0.25,0.25
c0677163-c63c7c95,0,0,0,0.25,0.25,0.25
c0677163-cccbd1cf,0,0,0,0.25,0.25,0.25
c068a67b-03b6e200,0,0,0,0.25,0.25,0.25
c0697e71-428e14b1,1,1,1,0.5,0.5,0.5
c0697e71-84867efa,2,2,2,1.0,1.0,1.0
c0697e71-b05bc4b3,2,2,2,1.0,1.0,1.0
c0697e71-ba9f6c4f,1,1,1,0.5,0.5,0.5
c06aa107-6d6d0938,1,1,1,0.5,0.5,0.5
c06b00b3-b8b5c0d7,1,1,1,0.5,0.5,0.5
c06be53b-be47b965,0,0,0,0.25,0.25,0.25
c06d23aa-28bc6026,1,1,1,0.5,0.5,0.5
c06d23aa-8a03f2c0,1,1,1,0.5,0.5,0.5
c06d23aa-c38fa368,0,0,0,0.25,0.25,0.25
c06d23aa-cb9ae751,2,2,2,1.0,1.0,1.0
c06defbe-c0034220,1,1,1,0.5,0.5,0.5
c06defbe-d63aaecb,2,2,2,1.0,1.0,1.0
c06defbe-fff19cfc,0,0,0,0.25,0.25,0.25
c06e75f0-de0335ed,2,2,2,1.0,1.0,1.0
c06fd7ca-420dd696,1,1,1,0.5,0.5,0.5
c0703477-78356915,0,0,0,0.25,0.25,0.25
c0703477-b5138d5d,0,0,0,0.25,0.25,0.25
c070f253-79cd771d,2,2,2,1.0,1.0,1.0
c0711468-991a6038,0,0,0,0.25,0.25,0.25
c0717263-495fc5b6,0,0,0,0.25,0.25,0.25
c0717263-73ccb048,1,1,1,0.5,0.5,0.5
c0726425-0b2f4892,1,1,1,0.5,0.5,0.5
c07365da-fe6ea473,0,0,0,0.25,0.25,0.25
c0750fe1-50a37a79,2,2,2,1.0,1.0,1.0
c0750fe1-95210aca,1,1,1,0.5,0.5,0.5
c0756468-c4fd9382,0,0,0,0.25,0.25,0.25
c0771fb7-818e1025,0,0,0,0.25,0.25,0.25
c0771fb7-d03aa33e,1,1,1,0.5,0.5,0.5
c07733d0-6b75a5ee,1,1,1,0.5,0.5,0.5
c07733d0-7525eae7,0,0,0,0.25,0.25,0.25
c07733d0-79ec92e9,1,1,1,0.5,0.5,0.5
c07733d0-8445e6b8,0,0,0,0.25,0.25,0.25
c07733d0-9738eec9,0,0,0,0.25,0.25,0.25
c07733d0-974d1334,0,0,0,0.25,0.25,0.25
c07733d0-aebb8786,0,0,0,0.25,0.25,0.25
c0773447-b9d4a2fc,1,1,1,0.5,0.5,0.5
c0773447-c1d1508b,0,0,0,0.25,0.25,0.25
c0775b6f-d6afcd0e,1,1,1,0.5,0.5,0.5
c0775b6f-de6addd1,2,2,2,1.0,1.0,1.0
c0792259-e4b3dbbe,0,0,0,0.25,0.25,0.25
c07a05be-b5b2a3a4,1,1,1,0.5,0.5,0.5
c07ceafc-344c73cd,0,0,0,0.25,0.25,0.25
c07ceafc-6060ff3e,0,0,0,0.25,0.25,0.25
c07e5e33-06443391,2,2,2,1.0,1.0,1.0
c07e5e33-68d7a2fe,2,2,2,1.0,1.0,1.0
c07e5e33-7aeda19c,1,1,1,0.5,0.5,0.5
c07e5e33-b70291b0,1,1,1,0.5,0.5,0.5
c07e5e33-e6e74657,2,2,2,1.0,1.0,1.0
c080a244-0233bdce,0,0,0,0.25,0.25,0.25
c080a244-0d9e0842,1,1,1,0.5,0.5,0.5
c080a244-30c4cf38,0,0,0,0.25,0.25,0.25
c080a244-66dd9e1f,0,0,0,0.25,0.25,0.25
c080a244-73db7e97,2,2,2,1.0,1.0,1.0
c080a244-e915a4c2,0,0,0,0.25,0.25,0.25
c080d56f-53b1cfaf,0,0,0,0.25,0.25,0.25
c0848dc2-3958b05d,0,0,0,0.25,0.25,0.25
c08493f0-0afee671,1,1,1,0.5,0.5,0.5
c08493f0-7e15983d,1,1,1,0.5,0.5,0.5
c084d6cb-18c509b4,0,0,0,0.25,0.25,0.25
c084d6cb-9113f4ba,1,1,1,0.5,0.5,0.5
c0863b71-8c4ce9be,0,0,0,0.25,0.25,0.25
c0882fd0-cb7eb3dc,0,0,0,0.25,0.25,0.25
c0885032-0317987c,1,1,1,0.5,0.5,0.5
c0885032-2ec2353d,2,2,2,1.0,1.0,1.0
c088650e-f71b7011,1,1,1,0.5,0.5,0.5
c0892575-b842e6c9,2,2,2,1.0,1.0,1.0
c089e474-b795bcdc,1,1,1,0.5,0.5,0.5
c08ac802-a61149ad,1,1,1,0.5,0.5,0.5
c08ac802-ada02f31,0,0,0,0.25,0.25,0.25
c08b49d7-164707bb,0,0,0,0.25,0.25,0.25
c08b49d7-6d6c4ad7,1,1,1,0.5,0.5,0.5
c08b49d7-712e16b7,1,1,1,0.5,0.5,0.5
c08b49d7-83415596,1,1,1,0.5,0.5,0.5
c08b49d7-b1cea927,0,0,0,0.25,0.25,0.25
c08b49d7-bc52cd66,0,0,0,0.25,0.25,0.25
c08bf392-3d39a1bc,1,1,1,0.5,0.5,0.5
c08bf392-b9a3eeb5,0,0,0,0.25,0.25,0.25
c08c6940-0248e76d,0,0,0,0.25,0.25,0.25
c08d18c6-6d211ae8,0,0,0,0.25,0.25,0.25
c08eacf9-8054501c,0,0,0,0.25,0.25,0.25
c08eacf9-a819d218,0,0,0,0.25,0.25,0.25
c0905216-425f59d3,0,0,0,0.25,0.25,0.25
c090895d-02949f2b,2,2,2,1.0,1.0,1.0
c0924681-14dd2682,0,0,0,0.25,0.25,0.25
c092eed0-3b36e79d,1,1,1,0.5,0.5,0.5
c093cec2-178d0616,1,1,1,0.5,0.5,0.5
c093f8be-262822a7,2,2,2,1.0,1.0,1.0
c093f8be-45274361,2,2,2,1.0,1.0,1.0
c093f8be-b478e611,0,0,0,0.25,0.25,0.25
c093f8be-ca74d5ff,1,1,1,0.5,0.5,0.5
c093f8be-f17f116a,1,1,1,0.5,0.5,0.5
c094413f-30199e1f,1,1,1,0.5,0.5,0.5
c0945c0c-e16c694a,0,0,0,0.25,0.25,0.25
c0945c0c-e78590d4,1,1,1,0.5,0.5,0.5
c0945c0c-f1d60d48,1,1,1,0.5,0.5,0.5
c096103a-23e302b8,1,1,1,0.5,0.5,0.5
c096103a-665e307e,0,0,0,0.25,0.25,0.25
c09af0c6-3c0b82a7,0,0,0,0.25,0.25,0.25
c09af0c6-61c87b58,1,1,1,0.5,0.5,0.5
c09af0c6-d87bbf00,1,1,1,0.5,0.5,0.5
c09b6e1f-e23f6359,1,1,1,0.5,0.5,0.5
c09dfe6c-f23991eb,2,2,2,1.0,1.0,1.0
c09f3c10-25c675f4,0,0,0,0.25,0.25,0.25
c09ffc61-d494d8f0,2,2,2,1.0,1.0,1.0
c0a3b5cc-b6d07aae,0,0,0,0.25,0.25,0.25
c0a66d6a-607213d1,0,0,0,0.25,0.25,0.25
c0a66d6a-9542b722,2,2,2,1.0,1.0,1.0
c0a66d6a-b7cc47d8,0,0,0,0.25,0.25,0.25
c0a6cfd6-0c600d1f,0,0,0,0.25,0.25,0.25
c0a6cfd6-3b25543a,0,0,0,0.25,0.25,0.25
c0a6cfd6-a2f01374,0,0,0,0.25,0.25,0.25
c0a6cfd6-c22af944,1,1,1,0.5,0.5,0.5
c0a6cfd6-e96fd466,0,0,0,0.25,0.25,0.25
c0a6cfd6-fa4e3a71,1,1,1,0.5,0.5,0.5
c0a6cfd6-fe9a5c77,1,1,1,0.5,0.5,0.5
c0a71f47-14439a44,2,2,2,1.0,1.0,1.0
c0a71f47-5e5948c3,0,0,0,0.25,0.25,0.25
c0a7a9dc-458aa118,0,0,0,0.25,0.25,0.25
c0a7a9dc-497459f0,0,0,0,0.25,0.25,0.25
c0a7a9dc-4f00d11c,0,0,0,0.25,0.25,0.25
c0a7a9dc-60feea97,0,0,0,0.25,0.25,0.25
c0a7a9dc-7762bc0e,0,0,0,0.25,0.25,0.25
c0a7a9dc-d43be893,1,1,1,0.5,0.5,0.5
c0a7fac6-3b412647,1,1,1,0.5,0.5,0.5
c0a8843f-878c626c,1,1,1,0.5,0.5,0.5
c0a8843f-b467b5b5,2,2,2,1.0,1.0,1.0
c0aa83ea-5e7cbb16,0,0,0,0.25,0.25,0.25
c0aa979d-dd5c54d1,1,1,1,0.5,0.5,0.5
c0b14bde-89e03259,0,0,0,0.25,0.25,0.25
c0b279b6-134749d1,1,1,1,0.5,0.5,0.5
c0b30dae-548c5972,0,0,0,0.25,0.25,0.25
c0b358a3-fef47f1e,0,0,0,0.25,0.25,0.25
c0b45bc6-df6c6ee7,0,0,0,0.25,0.25,0.25
c0b4f0df-586ab062,0,0,0,0.25,0.25,0.25
c0b7212e-40f23e1e,1,1,1,0.5,0.5,0.5
c0b731b5-01375e2e,0,0,0,0.25,0.25,0.25
c0b731b5-5f8f2b02,0,0,0,0.25,0.25,0.25
c0b98a97-c7609d09,0,0,0,0.25,0.25,0.25
c0b9d756-7e259c4d,2,2,2,1.0,1.0,1.0
c0ba2a86-363aebd6,0,0,0,0.25,0.25,0.25
c0ba2a86-f44beec8,1,1,1,0.5,0.5,0.5
c0bbcd5e-d9c5d41e,1,1,1,0.5,0.5,0.5
c0bbcd5e-e207560d,0,0,0,0.25,0.25,0.25
c0bbcd5e-f57df892,1,1,1,0.5,0.5,0.5
c0bdac3c-56f7aff3,1,1,1,0.5,0.5,0.5
c0bdd2df-c6e1aa24,0,0,0,0.25,0.25,0.25
c0be0e03-063c7cf7,1,1,1,0.5,0.5,0.5
c0be0e03-0663efcf,2,2,2,1.0,1.0,1.0
c0be0e03-3ab88509,0,0,0,0.25,0.25,0.25
c0be0e03-459a6d3c,1,1,1,0.5,0.5,0.5
c0c183ff-1b24f541,0,0,0,0.25,0.25,0.25
c0c23a94-d914f7ec,1,1,1,0.5,0.5,0.5
c0c23a94-f2f15c15,1,1,1,0.5,0.5,0.5
c0c26539-f8761bd1,0,0,0,0.25,0.25,0.25
c0c27443-bf546b1f,1,1,1,0.5,0.5,0.5
c0c283d7-06fc47f0,1,1,1,0.5,0.5,0.5
c0c33c60-63c65011,0,0,0,0.25,0.25,0.25
c0c33c60-bb2f7822,0,0,0,0.25,0.25,0.25
c0c3d5f5-f17f878d,1,1,1,0.5,0.5,0.5
c0c51509-cb8d3298,0,0,0,0.25,0.25,0.25
c0c63f02-77b9b06d,0,0,0,0.25,0.25,0.25
c0c64a18-eed54540,2,2,2,1.0,1.0,1.0
c0c6e74f-8f9f8ceb,0,0,0,0.25,0.25,0.25
c0c821a8-361cc57e,0,0,0,0.25,0.25,0.25
c0c8ee02-431b9781,0,0,0,0.25,0.25,0.25
c0c8efe2-2efe6ba7,1,1,1,0.5,0.5,0.5
c0c8efe2-cb74e696,1,1,1,0.5,0.5,0.5
c0c954a7-0c7fa0bb,0,0,0,0.25,0.25,0.25
c0c9ec9a-ce2ae421,2,2,2,1.0,1.0,1.0
c0c9ec9a-d3638a82,1,1,1,0.5,0.5,0.5
c0c9ec9a-dad1653f,2,2,2,1.0,1.0,1.0
c0ca0e6f-4236bfe6,0,0,0,0.25,0.25,0.25
c0ca172c-5f15e9fb,0,0,0,0.25,0.25,0.25
c0cb2de6-501299c6,0,0,0,0.25,0.25,0.25
c0cca954-2890db9b,0,0,0,0.25,0.25,0.25
c0cce290-f5382dbd,1,1,1,0.5,0.5,0.5
c0cf4efc-65b9d672,0,0,0,0.25,0.25,0.25
c0d12f7f-1e033ebf,2,2,2,1.0,1.0,1.0
c0d12f7f-b672c821,1,1,1,0.5,0.5,0.5
c0d1a6d9-54ae850d,0,0,0,0.25,0.25,0.25
c0d3128e-7887e513,0,0,0,0.25,0.25,0.25
c0d3128e-8adf0493,0,0,0,0.25,0.25,0.25
c0d61d2b-a15012f3,2,2,2,1.0,1.0,1.0
c0d678b8-de457e55,1,1,1,0.5,0.5,0.5
c0d85a76-8187c669,0,0,0,0.25,0.25,0.25
c0d85a76-c68c9ff0,1,1,1,0.5,0.5,0.5
c0d85a76-efa45769,0,0,0,0.25,0.25,0.25
c0d8d6d0-f2152200,1,1,1,0.5,0.5,0.5
c0da08cc-444b48f0,0,0,0,0.25,0.25,0.25
c0da08cc-adbbb7b3,1,1,1,0.5,0.5,0.5
c0da399b-afffb28c,1,1,1,0.5,0.5,0.5
c0db3bd8-17587381,0,0,0,0.25,0.25,0.25
c0db3bd8-9bb194d2,1,1,1,0.5,0.5,0.5
c0dbd924-da3f8c08,2,2,2,1.0,1.0,1.0
c0dc123c-25946136,2,2,2,1.0,1.0,1.0
c0dc5a95-26ea2d7d,1,1,1,0.5,0.5,0.5
c0dc5a95-27a7b607,0,0,0,0.25,0.25,0.25
c0dc5a95-b4bfcb2c,0,0,0,0.25,0.25,0.25
c0dc9cd3-ff30805f,0,0,0,0.25,0.25,0.25
c0dcabad-155ca5ee,0,0,0,0.25,0.25,0.25
c0dcabad-418c9ebf,1,1,1,0.5,0.5,0.5
c0ddb55a-d705f3c3,1,1,1,0.5,0.5,0.5
c0ddc0e1-c0c70d00,0,0,0,0.25,0.25,0.25
c0de0a97-69386814,1,1,1,0.5,0.5,0.5
c0de5178-547765fc,0,0,0,0.25,0.25,0.25
c0de5178-dd9fe4fb,2,2,2,1.0,1.0,1.0
c0de9100-1b2704ac,2,2,2,1.0,1.0,1.0
c0de9100-dba9e79d,0,0,0,0.25,0.25,0.25
c0dee1a9-19b5d7a5,0,0,0,0.25,0.25,0.25
c0deebc1-16cfa791,0,0,0,0.25,0.25,0.25
c0deebc1-ff77802c,0,0,0,0.25,0.25,0.25
c0df59b4-a549ef6e,0,0,0,0.25,0.25,0.25
c0e05e70-6431cfed,0,0,0,0.25,0.25,0.25
c0e13807-ca0635f0,0,0,0,0.25,0.25,0.25
c0e17fa8-a378411a,0,0,0,0.25,0.25,0.25
c0e1fd2a-45156dec,0,0,0,0.25,0.25,0.25
c0e24bac-16ba0eb9,2,2,2,1.0,1.0,1.0
c0e24bac-261d32aa,0,0,0,0.25,0.25,0.25
c0e24bac-d541b20d,2,2,2,1.0,1.0,1.0
c0e24bac-f07076d1,2,2,2,1.0,1.0,1.0
c0e3df1a-5ab511a6,0,0,0,0.25,0.25,0.25
c0e3df1a-5cb39f7c,0,0,0,0.25,0.25,0.25
c0e5695d-8f784313,0,0,0,0.25,0.25,0.25
c0e631f4-cf85b543,1,1,1,0.5,0.5,0.5
c0e6d0ec-17a4eb38,1,1,1,0.5,0.5,0.5
c0e6d0ec-254d2aac,0,0,0,0.25,0.25,0.25
c0e6d0ec-71f98edb,1,1,1,0.5,0.5,0.5
c0e6d0ec-ec23e2d2,2,2,2,1.0,1.0,1.0
c0e701ee-42f7323e,0,0,0,0.25,0.25,0.25
c0e701ee-58d60493,0,0,0,0.25,0.25,0.25
c0e7271a-a3c8d55f,1,1,1,0.5,0.5,0.5
c0e74e90-15e1888e,0,0,0,0.25,0.25,0.25
c0e74e90-91053849,1,1,1,0.5,0.5,0.5
c0e74e90-9684bfc2,0,0,0,0.25,0.25,0.25
c0e834fd-74036e84,1,1,1,0.5,0.5,0.5
c0e834fd-b666a542,2,2,2,1.0,1.0,1.0
c0e8b725-a6daa3a3,1,1,1,0.5,0.5,0.5
c0e8fdda-cc0a57e4,2,2,2,1.0,1.0,1.0
c0e90884-ab3e26af,0,0,0,0.25,0.25,0.25
c0e9b7c4-cd8b7249,2,2,2,1.0,1.0,1.0
c0eab4d0-010273fa,0,0,0,0.25,0.25,0.25
c0eab4d0-f30a0b42,1,1,1,0.5,0.5,0.5
c0eb4a02-3b40262b,0,0,0,0.25,0.25,0.25
c0eba0ba-c73e128d,1,1,1,0.5,0.5,0.5
c0eba0ba-db5d7deb,0,0,0,0.25,0.25,0.25
c0ec0d98-63733eb9,2,2,2,1.0,1.0,1.0
c0ed2c49-e0d49ca5,1,1,1,0.5,0.5,0.5
c0edf06a-74008e93,2,2,2,1.0,1.0,1.0
c0efbe92-2ee3e529,2,2,2,1.0,1.0,1.0
c0efbe92-541cb3fa,2,2,2,1.0,1.0,1.0
c0efbe92-d5be8958,2,2,2,1.0,1.0,1.0
c0f1a2f9-0e16bcb7,0,0,0,0.25,0.25,0.25
c0f1a2f9-1476c2ee,0,0,0,0.25,0.25,0.25
c0f1a2f9-6b09c60a,1,1,1,0.5,0.5,0.5
c0f1a2f9-8928361a,1,1,1,0.5,0.5,0.5
c0f1a2f9-d0b67ce6,0,0,0,0.25,0.25,0.25
c0f1a2f9-df251b35,0,0,0,0.25,0.25,0.25
c0f35000-9401b8f3,2,2,2,1.0,1.0,1.0
c0f4e96b-3fa1961a,0,0,0,0.25,0.25,0.25
c0f5b0d0-17e0110c,0,0,0,0.25,0.25,0.25
c0f5b0d0-6e438a33,0,0,0,0.25,0.25,0.25
c0f5b0d0-d088d6c1,0,0,0,0.25,0.25,0.25
c0f5b0d0-d0dcf28e,0,0,0,0.25,0.25,0.25
c0f5b0d0-f7860ad8,0,0,0,0.25,0.25,0.25
c0f6ac18-37ce6bd5,1,1,1,0.5,0.5,0.5
c0f739d8-6ff93525,2,2,2,1.0,1.0,1.0
c0f7c2d3-1abf98ec,1,1,1,0.5,0.5,0.5
c0f89882-542093a7,0,0,0,0.25,0.25,0.25
c0f89882-8961b4ed,1,1,1,0.5,0.5,0.5
c0f978fa-0651fdd0,2,2,2,1.0,1.0,1.0
c0f978fa-425cdcd6,2,2,2,1.0,1.0,1.0
c0f978fa-9b4e623f,1,1,1,0.5,0.5,0.5
c0faa237-5724019d,1,1,1,0.5,0.5,0.5
c0faf05b-b3cba171,2,2,2,1.0,1.0,1.0
c0fb59eb-895d806d,0,0,0,0.25,0.25,0.25
c0fc4716-6f3d5d3d,1,1,1,0.5,0.5,0.5
c0fc4716-ee97c5a0,1,1,1,0.5,0.5,0.5
c0fce69f-42d06912,0,0,0,0.25,0.25,0.25
c1006024-9713b693,1,1,1,0.5,0.5,0.5
c100db13-6de74f3b,0,0,0,0.25,0.25,0.25
c100db13-71b423e5,1,1,1,0.5,0.5,0.5
c100db13-878b2e5f,1,1,1,0.5,0.5,0.5
c100db13-8af08790,0,0,0,0.25,0.25,0.25
c10163bb-7ad315ce,0,0,0,0.25,0.25,0.25
c1025fcf-69509758,0,0,0,0.25,0.25,0.25
c10472c3-9c569d4f,0,0,0,0.25,0.25,0.25
c1059f09-10ccdbd4,1,1,1,0.5,0.5,0.5
c107c2f1-b2b8fff0,2,2,2,1.0,1.0,1.0
c107ca7b-e60766f2,0,0,0,0.25,0.25,0.25
c10838df-720662b5,0,0,0,0.25,0.25,0.25
c10aed37-ad2cda9b,0,0,0,0.25,0.25,0.25
c10c78a2-583a8467,0,0,0,0.25,0.25,0.25
c10e92bd-f6241f08,2,2,2,1.0,1.0,1.0
c10f0578-c613c144,0,0,0,0.25,0.25,0.25
c111bb7d-c3aa5b7a,1,1,1,0.5,0.5,0.5
c112ff03-1c0d5484,0,0,0,0.25,0.25,0.25
c119a2ea-f59c8486,0,0,0,0.25,0.25,0.25
c11a0015-fa2086af,0,0,0,0.25,0.25,0.25
c11a0015-fc7c0b35,1,1,1,0.5,0.5,0.5
c11add12-bb59c2a1,1,1,1,0.5,0.5,0.5
